,accuracy,precision,recall,f1_score
1,0.7835051546391752,0.7902097902097902,0.9868995633187773,0.8776699029126214
2,0.7117437722419929,0.7289719626168224,0.8715083798882681,0.7938931297709924
3,0.6755725190839694,0.6785714285714286,0.9212121212121213,0.781491002570694
4,0.6273764258555133,0.6374501992031872,0.9580838323353293,0.7655502392344498
5,0.6122448979591837,0.639344262295082,0.8013698630136986,0.7112462006079028
